id,name,education,place_of_origin,aliases,identity
41964554-9fa9-4757-a7ca-cac5f6a0f8ee,Spider-Man (Ben Reilly),Possesses Peter Parker's memories of attending university,unrevealed,"Peter Parker, Scarlet Spider, Spider-Man, Spider-Carnage",Secret
2de0dd6a-6e62-45fa-99f3-8a3684ffe147,Domino,null,"Project Armageddon base, Florida","Dom, Beatrice, Jessica Marie Costello, Luisa Mendoza, Samantha Wu, Elena Vladescu, Tamara Winter, Christina Elizabeth Alioso, Priscilla Sutherland, Hope Eldrige, Impersonated Val Cooper",Secret
26f88be3-b72e-40a2-9b50-7dec0c0be048,Deathstrike (Ultimate),Privately tutored,"Osaka, Japan",None,Secret
dbcd9fea-cd2b-45ce-b75d-159d57ee8795,Omega Red,Unrevealed,"Novorossiysk, USSR",Vasyliev Arkady among several others,Known to authorities
d1459c11-e499-41e4-9a6a-d8c2f813c4e2,Sabretooth,Unknown,Unknown,None,Known to the authorities
44759fe3-4097-4984-9740-3fddbe72c2d9,Warpath,Unrevealed,"Camp Verde, Arizona","Proudstar, Thunderbird",Publicly known
71bd906e-c206-4338-8b5f-1f6a01b24b64,Dragon Man,None,A State University Lab,None,Publicly Known
d95f9cd5-75bf-45c9-b360-7c3181a3a8e7,Galactus,Billions of years of cosmic experience,(Galan) Taa; (Galactus) the Cosmic Egg,"Maker, Devourer of Worlds, Eater-of-Worlds, Ravager of Worlds","No dual identity, though his original incarnation is unknown to most"
5ee4bb0c-e647-48b1-8dca-f173405d0ae8,Norrin Radd,"Tutored in science by Jartran Radd and in the nature of the universe by Galactus; self-taught in various areas, especially history, and absorbed much Zenn-Lavian knowledge from ""hypno-powered study cubes""","Planet Zenn-La, Deneb System, Milky Way Galaxy","Captain Universe, Sentinel or Sky-Rider of the Spaceways, Silverado, Silver Savage, ""Silvery Dude,"" “Shiny Dude,” “Silverado,” “Shiny Man,” “Surfer Man”",True identity unknown to most of Earth
44cdb05f-3160-491d-b8e5-31e160e55846,Banshee (Theresa Rourke),"Bachelor of Science degree from Trinity College, Dublin; police academy","Cassidy Keep, County Mayo, Ireland","Irish, presumably many undercover aliases",Publicly known
1f428e0d-b302-44d8-b784-18cd386876ea,Dazzler (Ultimate),"Unrevealed, possibly high school dropout prior to X-Men membership",Unrevealed,None,Secret
78e2e32a-cd7e-4297-b596-d2bda0e22025,Havok,"Masters degree in geophysics, some doctoral research completed","Honolulu, Hawaii","Formerly Mutant X, Goblin Prince",Secret
682f57bc-9422-43db-9406-224cda3735fc,Ms. Marvel (Kamala Khan),High school student,"Jersey City, NJ",Impersonated Captain Marvel (Carol Danvers),Secret
ad76c4ba-a0e0-49ac-ad37-fd47389cd8ef,Squirrel Girl,College student at Empire State University (ESU),"Los Angeles, California",None,Secret
cef01eb5-7abd-4301-9377-57dbf508700c,Hulk-dok,Ph.D in nuclear physics and two other fields,"Dayton, Ohio","Robert Bruce Banner, Breaker of Worlds, Patient #133, Green King, Green Scar, Holku, Sakaarson, Green One, Eye of Rage, World Breaker, Harkanon, Haarg, Once-Savage, Two-Minds, Captain Universe, Professor, War, Maestro, Joe Fixit, Mr. Fixit, Annihilator, Mechano, Bruce Barnes, Bruce Smith, Glenn Summers, Ross Oppenheimer, Fred Pottsworth, Bob Danner, Bruce Ross, Bruce Jones, Bruce Roberts, Mr. Bergen, Bruce Franklin, Bruce Green, Bruce Bancroft, Bruce Baxter, Bruce Davidson, David Bannon, Robert Baker, Bruce Bixby, David Banner, David Bixby, Two-Hands, Greenskin, Mr. Green, Jade Jaws, Green Goliath, Jade Giant, Gray Goliath, Mighty Bob, Anti-Hulk, Friday, Green Golem, Golem",Publicly known
07c970ff-c388-4eaa-a7af-2c0464e82149,Sasquatch (Walter Langkowski),Ph.D. in physics from the Massachusetts Institute of Technology; Bachelors degree from Pennsylvania State University,"Edmonton, Alberta, Canada","Box, Wanda Langkowski",Secret
5f30495b-f088-4ebf-88ec-c7e3c11410bc,Araña,null,null,null,null
db31f453-7d0e-41c0-81d1-aac6ed086aa9,Aaron Stack,None,"Broadhurst Center for the Advancement of Mechanized Research, Central City, California","Aaron Stack, Jack Kubrick, Sentinel Supreme, Mister Machine",Secret
a9853be5-e2a3-43f8-bc1d-0c0c8bf240cf,Sleepwalker,Unrevealed,Dimension known as the Mindscape,"Rick Sheridan, Sleepy",Secret
a8521022-a926-4e58-95dd-ecc26def8ee8,Ant-Man (Eric O'Grady),"Some college, electronics technician certificate plus additional advanced electronics training while in prison","Coral Gables, Florida","Myrmidon, Scottie",Publicly known
075ce928-2e64-4106-9fc7-d22834716c6d,Proteus (House of M),"High school, unfinished",Scotland,Betsy Braddock,Secret
bf380269-2683-42b2-a24d-9c70c44e8e1b,Psylocke,University graduate,"Braddock Manor, England","Bee, Betsy, Captain Britain, Lady Mandarin",Secret
a15d65a3-5557-468e-afc5-9e8759311804,Nightcrawler,High school,Germany,None,Secret
7edc8835-749b-4838-b81b-d42ea94cd7d0,Rachel Grey,"High school level studies at Professor Xavier's School for Gifted Youngsters, some college level education","Annandale-on-Hudson, New York in an alternate future","Rachel Grey, formerly Phoenix, Mother Askani, Bright Lady, Aly'zrn Summerset",Known to British legal authorities; the general public is unaware that Marvel Girl comes from the future of an alternate timeline
246ee50b-2b04-48c4-87f4-9e6f24c0c389,Storm (Marvel Heroes),"College-level courses at Xavier’s School for Gifted Youngsters, Westchester, New York","New York City, New York","Beauty, Wind-Rider, Stormy, Mutate #20, White King, Goddess of the Plains, 'Ro, Ororo Iqadi T’Challa, Ororo Komo Wakandas (short form, full title takes about 5 minutes to recite in Hausa dialect), la Reine Storm, ’Roro, Goddess of Thunder",Publicly known
60ff9775-3e10-415d-ba05-203bcfc3ae23,Charles Xavier,"PH.Ds in genetics, biophysics, psychology, anthropology, and psychiatry","New York City, New York",None,Publicly Known
2a19068f-cabc-4922-8004-1f1cb2c945a1,Jean Grey (Ultimate),College level education,"Annandale-on-Hudson, New York City, New York","Redd, Ms. Psyche, Jeannie, Marvel Girl, Dark Phoenix",Public
23df9564-6955-40cb-8779-a7ab01853ae2,Doctor Doom (Ultimate),"College studies in the sciences (expelled before completion of degree), self-educated to graduate level and beyond in most sciences and self-taught knowledge of the mystic arts","A camp outside Haasenstadt (now Doomstadt), Latveria","The Master, Invincible Man, Vincent Vaughn, Hans, has inhabited the body of Daredevil, The body of Norman McArthur, The body of Fantastic Four",Publicly known
7613b9ae-52d3-40de-8861-81df6d7111ce,Namor,Royal tutors of Atlantean court,Atlantis,"Namor the First, The Avenging Son, The Old Man, Rex, Sealord, Joe Pierre",Publicly known
c6c96262-9695-4e29-9e39-8870b5c6d373,Black Panther (Ultimate),PhD in physics,Wakanda,"Luke Charles, Black Leopard, Nubian Prince, The Client, Coal Tiger",Publicly known
f4a95cc5-a812-468a-8d61-c999405677be,Stephen Strange,MD and extensive sorcery training,"Philadelphia, Pennsylvania","Stephen ""Vincent"" Strange, Sherlock, Stephen Sanders, Captain Universe, Red Rajah, Sorcerer Supreme, Vincent Stevens, Master of the Mystic Arts",General public regards Strange as an ordinary occult scholar if not a charlatan
90b5dc02-8256-40a5-bb89-8fd303648011,Peter Quill,"College degree, NASA astronaut training",Colorado,"Peter Jason Quill, Peter Quill, Boyo",Secret
c4fb1921-fe8a-41dc-864b-b81f5b28e25b,Cloak,Unfinished high-school education,"South Boston, Massachusetts",None,Secret
7831b6c7-8184-49d1-b05d-67a741c7f75b,Dagger,High school (unfinished),"Shaker Heights, Cleveland, Ohio",Lady Light,Secret
ac44a4d3-0a79-4379-9dbb-5552528e4f34,Cypher,"High school, university level courses in languages & computer science",Unrevealed,None,Secret
c2a4c066-c10b-4730-9e6a-e8b6427260d5,Matthew Murdock,Columbia University (undergraduate) and J.D. in law from Harvard,"Clinton (""Hell's Kitchen""), New York City, New York","Matthew Murdock, DD, The Man without Fear, Ray Mallory, Kingpin of Crime, Jack Batlin, Laurent LeVasseur, Nameless One, Red Man, Michael ""Mike"" Murdock",Publicly revealed though unconfirmed
1f9fc7ec-5861-4133-bc65-8ae5f73542c2,Thor (Marvel: Avengers Alliance),"(Thor) Tutored by scholars of Asgard, (Blake) MD",A cave in Norway,"Donald M. Blake, God of Thunder, Son of Odin, The Thunderer, Lord of Asgard, Jake Olson, Sigurd Jarlson, Donar, Donner, Hloriddi, Unhappy Hrungnir’s Playmate, Veur, Hrodr’s Foe-Man, Longbeard’s Son, Vingthor the Hurler, Siegfried, Siegmund, Woe-King, (impersonated) Hercules, Harokin, Freya, formerly bound to Eric Masterson",(as Donald Blake) Secret
a8c78b27-031f-47cc-808c-f0add8fc24f3,Stepford Cuckoos,Various courses at Xavier Institute,"New York City, New York","Three-in-One, formerly Five-in-One",Secret
74128e40-1bc8-44ab-ac6b-1e12cd431a2e,X-23,Home schooled,"The Facility, location unrevealed","Formerly Captain Universe, Laura X, Talon, All-New Wolverine",Secret
7fda53b6-048b-4712-b7e7-823dc41867a6,Magus (Technarch),Self-taught,"The Beehive, Shard Island, Atlantic Ocean","Adam Magus, Magus, Savior, Mr. Smith, X-23, Jake Miller, Ultimate Avenger, God Slayer, Demon, Avenging Hand of Light,Him",No dual identity
281befb6-2fc6-4664-8af7-426fe519bf14,Loki (LEGO Marvel Super Heroes),null,"Jotunheim, Asgard","Scarlet Witch, Gem-Keeper, Walter Lawson, Lester, Loren Olsen, Tyfon, Father Williams, Willie, Tso Zhung, Satan, Has also impersonated hundreds of others.",No dual identity
5c0891e5-c8e2-4a20-90c5-f21ace376001,Thanos (Ultimate),"Tutored by Mentor, schooled in Titan education system","Eternal colony, Titan (moon of Saturn)","Mad Titan, Master, Thanos Rex, Masterlord, Overmaster",No dual identity
b11ae496-02aa-42a9-b9d8-09f47eda2dea,Johnny Storm,Glenville High graduate; former student at Empire State University and Metro University,"Glenville, Long Island, New York","Jonathan Lowell Spencer ""Johnny"" Storm, Matchstick Johnny, Doug Brown",Publicly known
920ee492-02a7-48ad-b5e4-3f8b76071e78,Thing (Marvel Heroes),"College graduate (State University), U.S. military pilot training, NASA astronaut training","Manhattan, New York","Benjamin Jacob Grimm, Bashful Benjy, Uncle Benjy, The Ever-Lovin' Blue-Eyed Thing, Idol of Millions (self-proclaimed), Grim Ben, Dr. Josiah Verpoorteen, Blackbeard the Pirate",Publicly known
22f701f2-2691-4c85-871b-c84f452d573a,Jubilee (Age of Apocalypse),"Various courses at Xavier Institute, Massachusetts Academy, and Payton-Noble High School","Beverly Hills, Los Angeles, California","Wondra, ""Jubes""",Secret
4065d1f2-0652-4978-a6d0-17c4c5461f90,Eddie Brock,"College student, extensive bioengineering studies","New York City, New York","Edward Charles Brock, Eddie Brock, Anti-Venom, (formerly) Venom, The Suit, Toxin",Known to authorities
b63abe67-fa69-4e20-b001-9a56c6e6eb7d,Lizard,Three doctorates,Unrevealed,None,The general public knows little of Conners’ transformation
2d06714d-1617-4ffb-a2e7-4dda9eae5c22,Spider-Girl (Anya Corazon),High school student,"Fort Greene, New York","Arañita, formerly the Hunter","Secret / known to Amun, people at WebCorps, S.H.I.E.L.D. and Gilberto Corazon"
f99acf81-1dc8-44ea-b55d-f26c589c635a,Sentry (Robert Reynolds),High school graduate,Unrevealed,Void,Secret
f27f12f4-af64-4857-814e-f436f22e8e70,Bloodstorm,null,null,null,null
8216ce1c-0dde-474c-9c1a-57201939078c,Magneto (X-Men: Battle of the Atom),"Some public schooling, unspecified advanced training in genetic engineering and robotics",null,"Erik Magnus Lehnsherr, Erik the Red, Grey King, White King, Michael Xavier, The Creator, White Pilgrim, Prisoner #214782, others",Secret
9511b338-9f11-4c78-99b2-ea49a41b15a6,Malice (Earth-161),Private college level tutoring,"Q'Noma Valley, Wakanda",None,Known to authorities
c8feb6b9-0608-4b4b-a575-2a094de96473,Devil Dinosaur (HAS),null,"""Dinosaur World"" in Earth-78411",Devil,Secret
ccc56223-8ebb-4ae1-b2b9-672f785dde8c,H.E.R.B.I.E.,null,null,null,null
51b6a301-e57c-48fb-950b-f37e3f19ecda,Falcon/Sam Wilson (MAA),High school dropout and later extensively self-educated,"New York City, New York","Samuel Thomas ""Sam"" Wilson, Blackbird, Snap Wilson, Captain America, Brother Super-Hero, Brother Falcon, Willie Samuels",Publicly known
97eca41c-73c6-46af-880a-5d03696d7d46,Legion,Private tutoring,"Haifa, Israel","David Charles Haller, Jack Wayne, Cyndi, Compass Rose, Styx, Susan in Sunshine, Time-Sink, The Bleeding Image, Chain, Endgame, The Delphic, Johnny Gomorrah, Moira, Marci Fogerty, Hugh Davidson, Sally, Drexel, Jemail Karami, thousands of others",Publicly known
1091571f-9fcc-4b0c-b756-f87d3b67c591,Jocasta,No formal education; equivalent of multiple graduate level degrees,unrevealed,"Queen of Thebes, Jo, Bride of Ultron",No dual identity
7612cca2-e740-4606-a823-a6ae7a699e22,Black Widow (LEGO Marvel Super Heroes),"Unrevealed (formerly believe to be college graduate), intensive espionage training through Taras Romanov and The Red Room Academy","Stalingrad, Former U.S.S.R","Natalia ""Natasha"" Romanova, Nadine Roman, Nat, Tsarina, Oktober, Laura Matthers, Nancy Rushman, Black Pearl, Natalia Shostakova, Natuska, Czarina",Publicly known
c485aa0d-c65f-41b3-a4d2-1af3ed217e22,Giant Man,"Nine graduate degrees in various scientific fields, most notably studies in biochemistry, robotics and entomology","Elmsford, New York","Ant-Man, Giant-Man, Goliath, Yellowjacket, Wasp, Scientist Supreme, the Mage, Grand Acquisitioner, High-Pockets, Man-Mountain, Dr. Pym the Scientific Adventurer, the Master of Many Sizes, The Workhorse, impersonated Charlie-27, Daredevil, Myron MacLain, Ultron, Henry Pym",Publicly known
a0187414-b115-4109-a5d3-5988ea97e340,Cable (X-Men: Battle of the Atom),Extensive Askani training and law diploma,"Salem Center, Westerchester County, New York","Soldier X, X-32, Nathan Winters, Nathan Dayspring Summers, Son of Tomorrow, Man of Tomorrow, Traveler, Chosen One, Nathan Dayspring Askani'son",Publicly known
85f1a87c-916c-40e6-9941-9cee35e33ed1,Daken,Unrevealed,"Unrevealed, possibly Japan","Akihiro, ""Mongrel"" (English translation of name), Wolverine",Secret
a0c2db0e-f565-4953-969e-ca11493c92d8,Lockjaw,null,"Island of Attilan, Atlantic Ocean","Slobberchops, Sparky, Droopy, Puppy Boy",No dual identity
43b28c1a-ada6-457e-a30e-d72158fcfba2,Hawkeye,Unrevealed,Unrevealed,Presumably many espionage aliases,Publicly known
51dde98e-6870-4606-b6a7-735ef5404b20,Cassandra Nova,Various courses at Xavier Institute,"New York City, New York","Cassandra Nova, Mummudrai, Anti-Self, Immensity",No dual identity
a59ea005-2e3a-4dd2-ba63-7ba24b1d2d74,Skaar (HAS),No formal education,"Crown City, Sakaar","Son of Hulk, Sakaarson, Worldbreaker",No dual identity
79444afc-74d2-4149-8bc7-4608ca46b220,Amadeus Cho,High school dropout and extensively self-educated,"Tuscon, Arizona","Iolaus, Zomadeus, the Smart Kid, Mastermind Excello, Totally Awesome Hulk",Publicly known
612b8397-a374-46d8-8de4-f3460b771d76,Nova (Sam Alexander),null,null,null,null
66d70e57-48b8-4846-987d-5e477db3873e,Spider-Man (Miles Morales),"High school student, combat training from the Ultimates","Brooklyn, New York (Earth-1610)",None,Known to authorities
387e074f-ca8c-490c-8b71-d83e4f17692e,Mister Sinister (Ultimate),null,"London, England","Sinister, Robert Windsor, Arnold Bocklin, Mike Milbury, Apocalypse, Steven Shaffran, Edmond Atkinson, Nate, Administrator Pearson, Nosferatu, Nathan Milbury, Pale Man",Secret
5f975feb-8422-4760-be67-34def994c9b2,The Hand,null,null,null,null
e0b5cd04-9573-4c02-83dd-2ad1df8c68ac,Quicksilver (Ultimate),Unrevealed,"Wundagore Mountain, Transia, Europe","Pietro Frank, Gypsy Davey, Mateo Maximoff",null
4d7a7eee-5da7-4d4e-9dc2-d8dca18da46b,Scarlet Witch (Marvel Heroes),"Largely self-taught in various subjects, notably sorcery","Wundagore Mountain, Transia","Gypsy Witch, Wanda Frank, Wanda Magnus, Ana Maximoff",Publicly known
bc7fa871-32e3-4e34-920d-94ab78f2d5c8,Diamondback (Rachel Leighton),High school (unfinished),"Harlem, New York City, New York",None,Known to authorities
544ac65e-1c2d-4700-8ab2-9c97b3e3fda8,Shang-Chi (Ultimate),Privately tutored by various martial arts masters,"Fortress in Honan, People's Republic of China",Master of Kung Fu,None
b6cbea72-81dd-4fc1-bbe5-ddea43f0c7ef,Bullseye,Unrevealed (education beyond high school unlikely),Unrevealed,"Lester (Last name unrevealed), Benjamin Poindexter",Secret
4331cf46-99e2-4b5d-967d-011d9e80c326,Blink,Grade school (some education with Magneto),"Cartusia, Bahamas",None,Secret
8e25a712-1a43-4b5d-8dfc-ca5f477d0405,Iron Lad,High School Student,Earth-6311 in the 31st century,"Kang The Conqueror, Young Kang, others",Secret
16239a1e-a119-4f7b-9fdb-ee9d1178d779,Gamora (Marvel War of Heroes),Private instruction by Thanos and study of multiple combat techniques,"The planet Zen-Whoberi , Silican system, Milky Way Galaxy","Bambi Long, Astral Samuri, The Most Dangerous Woman in the Universe, The Most Dangerous Woman in the Galaxy",No dual identity
e40ace11-ae6c-40fc-ae42-7c22877903f1,Odin,null,null,"All-Father, Atum-Re, Farma-god, Hanga-god, Hapta-god, Harbard, Infinity, One-Eye, Orrin, Sigtyr, Val-Father, Wad, Woden (Anglo-Saxon name), Wotan (Old German name), Wulf the Wanderer",Believed fictional by general Earth populace
355d744a-8094-4544-a9e0-dcf1d3994a87,Kingpin,Self-educated to college level in political science,"Unknown, probably in New York City area","Wilson Grant Fisk, The Kingpin of Crime, The Boss, The Brainwasher, Harold Howard",Publicly known
567ce31c-8848-4974-87e8-ecff9b649371,Darkhawk,High School undergraduate,New York City,"""The Edge-Man,"" Falconer",Secret
bb69db9c-e86e-45e2-9be4-82c7f867db7d,Kraven the Hunter,College educated,"Volgograd (formerly Stalingrad), Russia","Kraven the Hunter, World's Greatest Hunter, the Grim Hunter",No dual identity
ba543e8b-caf4-45d3-a268-82df57db03dd,Dormammu (Ultimate),null,Faltine Dimension,"The Dread One, Eater of Souls, Lord of Chaos, Lord of Darkness, The Great Enigma, Flyx",No dual identity
71288e4c-21c5-488b-8073-bc65860d775a,Nightmare,Unknown,Everinnye dimension,Edvard Haberdash; impersonated Hamir and countless others,Existence not consciously known to general public
1d9ab56f-98a4-4e7c-b11d-ebda8a93e3ee,Wasp,"Two scientific doctorates, including studies at NYU",Unrevealed,None,Publicly known
7aaa9927-0115-4684-aaa7-a456f8e42c37,Super-Skrull,Graduate of the Skrullian military academy,"Tarnax IV (destroyed), Tarnax System, Andromeda Galaxy","Invincible Man, Lon Zelig, Bobby Wright (Captain Hero), Joshua Plague; has impersonated many beings including Hulkling, Franklin Richards, Iron Fist, Thing, Denny Marek, Captain Mar-Vell, Carol Danvers, Walter Lawson, Franklin Storm",Publicly known
2eefd786-9146-49ce-86b5-01952822ff52,Mephisto,Extensively self-taught,Unknown,"Satan; Mephistopheles, Lord of Evil, Prince of Devils, Prince of Lies, Lord of the Lower Depths, Beelzebub, the Devil, Maya, Lucifer, Nick Scratch, the Friend, Legion, numerous others; impersonated Don Blake, many others",Existence unknown to the general public; often mistaken for the Biblical Satan
a0a7452d-e210-49e2-a195-1332e0a140a7,Ego,null,null,Ego the Living Planet,No dual identity
514c8ee1-2f9f-43f3-b77f-ee33e45a4274,Stryfe (Ultimate),null,Askani secret headquarters (cloned),"The Chaos-Bringer, Nathan Summers",Secret
8d1993e2-c029-422c-8e8c-8cbd0ed2aceb,Prodigy,College (incomplete),"Staten Island, New York City, New York",None,Known to S.H.I.E.L.D. authorities
860469cc-ab7b-4630-bb2d-140ff8a87a71,Ricochet,College educated,Unrevealed,None,Secret
c9238bda-687a-4cef-94d4-5c7fbdc4789a,Professor X (Ultimate),"Ph.Ds in genetics, biophysics, psychology, and anthropology, and an M.D. in psychiatry","New York City, New York","Doctor X, Professor Xavier, formerly Prisoner M-13",Publicly known
7ccde1cc-1574-4530-b51a-f7d02eb0eb43,Man-Thing,PhD in biochemistry,"Omaha, Nebraska","K'ad-Mon of the Fallen Stars, the Man of Lineage, the Swamp God, the Keeper of Illusion",Secret
b111d670-3435-4620-be82-4e05f6cf9dad,Scarecrow (Ebenezer Laughton),High school dropout,Unknown,Umberto the Uncanny,Publicly known
5e6cd684-4d14-430f-a880-47fe6226ef43,Clea (Ultimate),Extensive studies of sorcery under Doctor Strange,The Dark Dimension,None,Publicly known in the Dark Dimension (the general populace of Earth does not know that Clea is an extradimensional or believe that she is a true sorceress)
941ea176-df1b-4d28-beb3-4af8094ad2de,Klaw,"Ph.D. in physics, bachelor’s degree in geology","Vlaardingen, Netherlands","Master of Sound, Murderous Master of Sound, Ronald Pershing, Sound Master, Sultan of Sound",Publicly known
12b2d9ce-8421-49bb-bddf-3c572f8fa8a2,Jane Foster,null,null,null,null
f0b8b2ad-d02d-4039-9ca7-1d15fc61c7fa,Elsa Bloodstone,"High School equivalent, some college courses","Boston, Massachusetts",None,Public
e1178968-bf0b-4477-9cb7-a92bbb13a234,Fin Fang Foom,Unrevealed,Kakaranthara also known as Maklu-IV,"""He Whose Limbs Shatter Mountains and Whose Back Scrapes the Sun""",Secret
c6e89a51-df10-4032-9ed9-8495a6251af5,Generation X,null,null,null,null
c1d3f2f7-4455-42e3-b7fc-52963f72b59c,Quentin Quire,null,null,null,null
c52f0d2e-c478-4307-8f71-3f6d751f6b4e,Black Cat (Ultimate),College graduate (Arts major),"Flushing, New York","Felicity Harmon, Cat, Licia, Leesh, Fee-Fee",Known to authorities
68e8d14e-8384-4f86-9775-337ba9f3cd52,Mary Jane Watson (House of M),College educated,"Montoursville, PA","MJ, Crimson She-Devil",No dual identity
37c44eeb-b928-48aa-8453-8fba30c4248d,Harry Heck,B.S. Chemistry (fifth-year degree),"Hartford, Connecticut","War Machine (James Rhodes), Goblin-Lord, Overlord",Disputed
e846ab1b-de81-4c06-9cdf-c452d35ca0d8,High Evolutionary,Uncompleted Ph.D at Oxford University,"Manchester, England","Dr. Wyndham, Lord High Evolutionary, HE",Secret
36c8f4fb-612c-41e7-9565-3b47009f77e7,Vision,Extensively self-educated in various subjects,"Ultron’s laboratory, New York City","Vision, Vizh, Viz, Vision of Tomorrow, Human Torch, Manikin the Ghost of Stone, Alex Lipton, Simon Williams, Jim Hammond, Firebug",Secret
8590a607-0702-4b60-b4a6-de178effbe6d,Wonder Man,Some higher education,"Paterson, New Jersey",None,Publicly known
0f0291bd-3939-431a-a6bf-2adf2082d047,Armor (Hisako Ichiki),null,null,null,null
be28ee6f-7cb3-4c61-8d26-9a49a24214c3,Warren Worthington III,College degree from Xavier's School for Gifted Youngsters,"Centerport, Long Island, New York","Archangel, Formerly Death, Dark Angel, Angel, Avenging Angel",Publicly known
2575740c-efa4-4101-a8ea-6732ae18c32c,Iceman (X-Men: Battle of the Atom),"College degree, Certified Practicing Accountant accreditation","Port Washington, Long Island, New York","Formerly Mister Friese, Drake Roberts, Rampage","Secret, known to certain government officials"
e00d3f7f-dd3e-48f3-975d-c0f1ce7ab615,Shadow King (Age of Apocalypse),null,"Cairo, Egypt","Full name unrevealed, Professor X, Ananasi, Amahl Farouk, Evil One, Master of the Games, He also impersonated the following mind-controlled subjects (in chronological order): Alexander Flynn, Karma, Cypher, Jacob Reisz, Donald Pierce, and probably others","Publicly known, though his existence on the astral plane is not commonly known"
4fe7e792-9f9c-4098-9bb5-3fec7dbe36ee,Cyber,Unidentified vocational college,Unrevealed,None,Secret
0d4673bd-843e-4ef6-91c3-6e46c8b506df,Karnak,"Graduate of religious seminary, Tower of Wisdom, Attilan","Island of Attilan, Atlantic Ocean",The Shatterer,Secret
db987e28-aa91-4670-b0fe-189453962159,Magik (Amanda Sefton),High-school level courses at Xavier’s School,"Ust-Ordynski Collective, Lake Baikal, Siberia","Darkchilde Archimage, Red Flag #133, Illyana Nikolievna Rasputina, Illyana Rasputin",Secret
6e93a688-920d-4f0c-8e5d-e14857b1765d,Quake (Daisy Johnson),"Some high school, S.H.I.E.L.D. training","New Orleans, Louisiana",Cory Sutter,No dual identity
e666034e-43ea-4629-b6f4-f77e27c379b0,Beta-Ray Bill,Unrevealed,"Planet Korbin, ""Burning Galaxy""","Beta Ray Thor, Simon Walters",Secret
58ab883d-a920-4bd8-b11d-64ea7f6aaea1,Hope Summers,null,null,null,null
e8512c52-8f5d-429e-b9d3-80040f2f36df,Maximus,null,null,"Maximus the Magnificent, Maximus the Mad, Maxi, Lord Maximus, Mighty Maximus, Maximus Rex",Secret
69450170-f0e0-4d86-8484-268536b32925,War Machine (Parnell Jacobs),High school graduate and learned aviation engineering in US Marines,"Philadelphia, Pennsylvania","Iron Patriot, Rhodey, Formerly Iron Man",Known to authorities
f624c7bd-180a-4e28-917e-67f66f883ead,J. Jonah Jameson,High-school dropout; later G.E.D. and college work,"New York City, New York","J.J.J., Jolly Jonah, Flat-Top, Prune Face, others used by employees",No dual identity
d96be67a-a455-45c1-bc44-d99af20b8629,Vulture (Blackie Drago),MS in electrical engineering,"Staten Island, New York City",Holden Tooks,Publicly known
e6e62fe5-2e5e-484b-a2ac-ea5781ae4ea0,Blackheart,Self-taught and tutored by Mephisto,"Christ’s Crown, New York","Lord Blackheart, Black King, Voice",Existence unknown to general public
49c8f7b7-a5e5-4158-96a7-31b0006d15b9,Angela (Aldrif Odinsdottir),null,null,null,null
96914d47-34e6-47fb-bc72-29786e0a318c,Venom (Ultimate),"College student, extensive Bioengineering studies","New York, New York",The Suit,Secret
91dba146-7ebb-4e56-964e-7d4471278fed,Ben Reilly,null,null,null,null
ecc9af89-d8fb-45d6-afde-2a14784d0f69,Jackal,Ph.D in biochemistry,"Brooklyn, New York",None,Known to authorities
856b61c5-1a3d-4e92-8585-a0a1f4d04f12,Longshot (Ultimate),Unrevealed,"Unidentified world in ""Mojoverse"" dimension","Lucky One, Fallen Messiah","Publicly known in the Wildways, secret from the general populace of Earth"
d97e8875-e466-41cb-ba90-746cfbfc6fc5,Shatterstar,Unrevealed,Mojoworld,Benjamin Russell,Secret
d80f6cd5-5a6a-489d-b327-c729f310833b,Blastaar,Unknown,"Baluur, in the Negative Zone",The Living Bomb Burst,"Known in the Negative Zone, not known on Earth"
5e208f97-0faf-4965-9ff0-a301a492473e,Rocket Raccoon (Marvel Heroes),null,null,"Rocky Raccoon, Ranger Rocket","Publicly known on Halfworld, unknown on Earth"
eb8d74ab-c2b0-4ae8-a395-a172037b9388,The Leader (HAS),Unfinished high school education,"Boise, Idaho",Leader,Public
02d3876c-8ba0-4a7e-b749-be5fa1897169,She-Hulk (Marvel War of Heroes),Law degree from UCLA,"Los Angeles, California","Jennifer ""Jen"" Walters, Jade Giantess, Shulkie",Publicly known
607c0044-40d0-447d-85f6-5022293736d0,Zemo,College graduate,"Leipzig, Germany","Iron Cross, Citizen V, Mark Evanier, Phoenix",Publicly known
841a29b8-ccba-4c57-9d0d-a8a163123859,Ultron,null,"Created in Cresskill, New Jersey","Crimson Cowl, Great Devil, Great Ultron, Iron Man, Mark, Omega, Ultimate Ultron, Ultron-5 (and hundreds of other sequential numerical designations), Ultron Mark Twelve, Ho Yinsen",No dual identity
25f7a51f-e0ab-4afb-a1e9-718fb2486eaf,Batroc the Leaper,null,null,null,null
43ebaa36-b8bf-4f84-9e37-c42377489522,Drax,High school graduate,"Burbank, California","Arthur Sampson Douglas, The Destroyer",General populace of Earth is unaware that Drax was once Arthur Douglas
48e3455d-c108-46b4-87d2-885426266aa8,Nova (USM),null,"Hempstead, New York","The Human Rocket, Kid Nova, Bucket Head, Nova #11249-44396, Quasar",Secret
