"uri","city","state"
"http://www.wikidata.org/entity/Q5911026","Aranda de Duero","Castilla y León"
"http://www.wikidata.org/entity/Q5912117","Málaga","Andalucía"
"http://www.wikidata.org/entity/Q9061857","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q953919","San Lorenzo de El Escorial","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q5912113","Medina de Rioseco","Castilla y León"
"http://www.wikidata.org/entity/Q20900959","Pontons","Catalunya"
"http://www.wikidata.org/entity/Q610954","Gelida","Catalunya"
"http://www.wikidata.org/entity/Q11913028","Tavertet","Catalunya"
"http://www.wikidata.org/entity/Q11913027","Collbató","Catalunya"
"http://www.wikidata.org/entity/Q23782675","Collbató","Catalunya"
"http://www.wikidata.org/entity/Q16543936","Murcia","Región de Murcia"
"http://www.wikidata.org/entity/Q1280721","Vilabertran","Catalunya"
"http://www.wikidata.org/entity/Q2942691","Huesca","Aragón"
"http://www.wikidata.org/entity/Q43120913","Gelida","Catalunya"
"http://www.wikidata.org/entity/Q1570099","Tudela Veguín","Asturias / Asturies"
"http://www.wikidata.org/entity/Q18122850","Villafranca del Bierzo","Castilla y León"
"http://www.wikidata.org/entity/Q58929713","l'Hospitalet de Llobregat","Catalunya"
"http://www.wikidata.org/entity/Q19367864","Torrelles de Foix","Catalunya"
"http://www.wikidata.org/entity/Q1812874","Oviedo","Asturias / Asturies"
"http://www.wikidata.org/entity/Q749514","Cardona","Catalunya"
"http://www.wikidata.org/entity/Q11913076","Esplugues de Llobregat","Catalunya"
"http://www.wikidata.org/entity/Q43115346","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q1385934","Las Palmas de Gran Canaria","Canarias"
"http://www.wikidata.org/entity/Q5722083","Caravaca de la Cruz","Región de Murcia"
"http://www.wikidata.org/entity/Q19367868","Olèrdola","Catalunya"
"http://www.wikidata.org/entity/Q2511338","Bergantiños","Galicia / Galiza"
"http://www.wikidata.org/entity/Q18006635","Sant Joan de les Abadesses","Catalunya"
"http://www.wikidata.org/entity/Q17596456","Navata","Catalunya"
"http://www.wikidata.org/entity/Q20857239","Bergara","Euskadi"
"http://www.wikidata.org/entity/Q7080173","Badalona","Catalunya"
"http://www.wikidata.org/entity/Q4457358","Villamanín","Castilla y León"
"http://www.wikidata.org/entity/Q11913079","Puig-reig","Catalunya"
"http://www.wikidata.org/entity/Q11954868","Centelles","Catalunya"
"http://www.wikidata.org/entity/Q1775481","Villagarcía de Campos","Castilla y León"
"http://www.wikidata.org/entity/Q6051891","Cádiz","Andalucía"
"http://www.wikidata.org/entity/Q2942676","Getafe","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q526170","Vilanova i la Geltrú","Catalunya"
"http://www.wikidata.org/entity/Q2473884","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q5785666","Torrox","Andalucía"
"http://www.wikidata.org/entity/Q2223706","Ponferrada","Castilla y León"
"http://www.wikidata.org/entity/Q11913083","Castellar del Vallès","Catalunya"
"http://www.wikidata.org/entity/Q19322964","Olèrdola","Catalunya"
"http://www.wikidata.org/entity/Q17596467","Palau de Santa Eulàlia","Catalunya"
"http://www.wikidata.org/entity/Q22893518","Sant Julià de Vilatorta","Catalunya"
"http://www.wikidata.org/entity/Q6021415","Ribas de Campos","Castilla y León"
"http://www.wikidata.org/entity/Q6021411","Murcia","Región de Murcia"
"http://www.wikidata.org/entity/Q5576486","Ponferrada","Castilla y León"
"http://www.wikidata.org/entity/Q775803","Begur","Catalunya"
"http://www.wikidata.org/entity/Q13534605","el Pla de Santa Maria","Catalunya"
"http://www.wikidata.org/entity/Q18696810","la Garriga","Catalunya"
"http://www.wikidata.org/entity/Q2511554","A Coruña","Galicia / Galiza"
"http://www.wikidata.org/entity/Q11693387","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q8342152","Terrassa","Catalunya"
"http://www.wikidata.org/entity/Q8342390","Lluçà","Catalunya"
"http://www.wikidata.org/entity/Q11913053","Mediona","Catalunya"
"http://www.wikidata.org/entity/Q18005328","Castelló d'Empuries","Catalunya"
"http://www.wikidata.org/entity/Q2942405","Alacant / Alicante","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q2942648","Coria","Extremadura"
"http://www.wikidata.org/entity/Q20985696","les Oluges","Catalunya"
"http://www.wikidata.org/entity/Q3891623","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q11913058","Montcada i Reixac","Catalunya"
"http://www.wikidata.org/entity/Q6021403","Moguer","Andalucía"
"http://www.wikidata.org/entity/Q5785868","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q1108182","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q20642067","Manresa","Catalunya"
"http://www.wikidata.org/entity/Q20985698","Montoliu de Segarra","Catalunya"
"http://www.wikidata.org/entity/Q43084883","Villacarrillo","Andalucía"
"http://www.wikidata.org/entity/Q8342149","Font-rubí","Catalunya"
"http://www.wikidata.org/entity/Q19367896","Girona","Catalunya"
"http://www.wikidata.org/entity/Q47183428","Cabanes","Catalunya"
"http://www.wikidata.org/entity/Q2942653","Cáceres","Extremadura"
"http://www.wikidata.org/entity/Q8342146","Llinars del Vallès","Catalunya"
"http://www.wikidata.org/entity/Q20901166","Ribera d'Ondara","Catalunya"
"http://www.wikidata.org/entity/Q1589509","la Vall de Boí","Catalunya"
"http://www.wikidata.org/entity/Q15304711","Badalona","Catalunya"
"http://www.wikidata.org/entity/Q11693392","Sant Joan les Fonts","Catalunya"
"http://www.wikidata.org/entity/Q17596687","Santa Pau","Catalunya"
"http://www.wikidata.org/entity/Q582449","Mataró","Catalunya"
"http://www.wikidata.org/entity/Q926529","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q11930862","Bigues i Riells","Catalunya"
"http://www.wikidata.org/entity/Q7414234","Arrecife","Canarias"
"http://www.wikidata.org/entity/Q11930865","Caldes d'Estrac","Catalunya"
"http://www.wikidata.org/entity/Q18145756","Villafranca del Bierzo","Castilla y León"
"http://www.wikidata.org/entity/Q8342379","Llers","Catalunya"
"http://www.wikidata.org/entity/Q20892675","Oñati","Euskadi"
"http://www.wikidata.org/entity/Q2942864","Zamora","Castilla y León"
"http://www.wikidata.org/entity/Q1024723","Castrillo del Val","Castilla y León"
"http://www.wikidata.org/entity/Q22833484","Osuna","Andalucía"
"http://www.wikidata.org/entity/Q8342370","la Roca del Vallès","Catalunya"
"http://www.wikidata.org/entity/Q11952234","Vilanova i la Geltrú","Catalunya"
"http://www.wikidata.org/entity/Q11952233","Caldes d'Estrac","Catalunya"
"http://www.wikidata.org/entity/Q1105932","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q17596256","Corçà","Catalunya"
"http://www.wikidata.org/entity/Q18005344","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q3055408","Gernika-Lumo","Euskadi"
"http://www.wikidata.org/entity/Q10975546","Moià","Catalunya"
"http://www.wikidata.org/entity/Q17596017","Cadaqués","Catalunya"
"http://www.wikidata.org/entity/Q498261","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q20639959","Arrasate / Mondragón","Euskadi"
"http://www.wikidata.org/entity/Q5836616","Alcalá de Henares","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q18176286","Hontoba","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q1368571","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q5741889","Gormaz","Castilla y León"
"http://www.wikidata.org/entity/Q1775673","Alcocer","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q8342361","Jorba","Catalunya"
"http://www.wikidata.org/entity/Q1049198","La Calahorra","Andalucía"
"http://www.wikidata.org/entity/Q2942630","Castelló de la Plana","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q5948330","Albacete","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q10300590","Cuéllar","Castilla y León"
"http://www.wikidata.org/entity/Q2942639","Ciudad Rodrigo","Castilla y León"
"http://www.wikidata.org/entity/Q5741881","Albendiego","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q18005333","Tortosa","Catalunya"
"http://www.wikidata.org/entity/Q946105","Vinaròs","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q20876184","Camós","Catalunya"
"http://www.wikidata.org/entity/Q2942635","Ceuta","Ceuta"
"http://www.wikidata.org/entity/Q3276873","Jerez de la Frontera","Andalucía"
"http://www.wikidata.org/entity/Q2942638","Ciudad Real","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q3896902","Jaén","Andalucía"
"http://www.wikidata.org/entity/Q17596033","Camprodon","Catalunya"
"http://www.wikidata.org/entity/Q2462558","Salamanca","Castilla y León"
"http://www.wikidata.org/entity/Q3754528","Llanes","Asturias / Asturies"
"http://www.wikidata.org/entity/Q8342359","Terrades","Catalunya"
"http://www.wikidata.org/entity/Q19833322","Olite/Erriberri","Navarra - Nafarroa"
"http://www.wikidata.org/entity/Q1590785","Jérica","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q11913090","Saldes","Catalunya"
"http://www.wikidata.org/entity/Q19367842","Brunyola i Sant Martí Sapresa","Catalunya"
"http://www.wikidata.org/entity/Q2942840","Tortosa","Catalunya"
"http://www.wikidata.org/entity/Q1024943","San Cristóbal de La Laguna","Canarias"
"http://www.wikidata.org/entity/Q47183458","Subirats","Catalunya"
"http://www.wikidata.org/entity/Q8342351","Granera","Catalunya"
"http://www.wikidata.org/entity/Q17596474","Palau-saverdera","Catalunya"
"http://www.wikidata.org/entity/Q20492269","Segura","Euskadi"
"http://www.wikidata.org/entity/Q2942608","Calahorra","La Rioja"
"http://www.wikidata.org/entity/Q11913093","Sant Gregori","Catalunya"
"http://www.wikidata.org/entity/Q18008639","l'Escala","Catalunya"
"http://www.wikidata.org/entity/Q11913092","Lloret de Mar","Catalunya"
"http://www.wikidata.org/entity/Q5690257","Úbeda","Andalucía"
"http://www.wikidata.org/entity/Q1826864","Guadalajara","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q5992027","Sariego","Asturias / Asturies"
"http://www.wikidata.org/entity/Q20639938","Urretxu","Euskadi"
"http://www.wikidata.org/entity/Q43121835","Sant Sadurní d'Anoia","Catalunya"
"http://www.wikidata.org/entity/Q47290759","Balmaseda","Euskadi"
"http://www.wikidata.org/entity/Q19367610","Girona","Catalunya"
"http://www.wikidata.org/entity/Q1402296","Ávila","Castilla y León"
"http://www.wikidata.org/entity/Q18810223","Orozko","Euskadi"
"http://www.wikidata.org/entity/Q5397040","Abajas","Castilla y León"
"http://www.wikidata.org/entity/Q3276855","Arcos de la Frontera","Andalucía"
"http://www.wikidata.org/entity/Q9088914","Maçanet de la Selva","Catalunya"
"http://www.wikidata.org/entity/Q18913265","Corullón","Castilla y León"
"http://www.wikidata.org/entity/Q4783278","Ágreda","Castilla y León"
"http://www.wikidata.org/entity/Q18004029","Sant Carles de la Ràpita","Catalunya"
"http://www.wikidata.org/entity/Q30301821","Sant Hilari Sacalm","Catalunya"
"http://www.wikidata.org/entity/Q9088916","Abadiño","Euskadi"
"http://www.wikidata.org/entity/Q18285743","Villagarcía de Campos","Castilla y León"
"http://www.wikidata.org/entity/Q19594046","Torà","Catalunya"
"http://www.wikidata.org/entity/Q595553","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q17596011","Cabanes","Catalunya"
"http://www.wikidata.org/entity/Q20492024","Usurbil","Euskadi"
"http://www.wikidata.org/entity/Q5992033","Oviedo","Asturias / Asturies"
"http://www.wikidata.org/entity/Q5648759","Ponts","Catalunya"
"http://www.wikidata.org/entity/Q18341263","Tamarite de Litera","Aragón"
"http://www.wikidata.org/entity/Q20890459","Oñati","Euskadi"
"http://www.wikidata.org/entity/Q8342577","Tagamanent","Catalunya"
"http://www.wikidata.org/entity/Q43117120","Doñinos de Salamanca","Castilla y León"
"http://www.wikidata.org/entity/Q19833403","Olite/Erriberri","Navarra - Nafarroa"
"http://www.wikidata.org/entity/Q2419290","Murcia","Región de Murcia"
"http://www.wikidata.org/entity/Q5573377","Alacant / Alicante","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q18915173","Corullón","Castilla y León"
"http://www.wikidata.org/entity/Q14541193","Sotosalbos","Castilla y León"
"http://www.wikidata.org/entity/Q18004851","Gualta","Catalunya"
"http://www.wikidata.org/entity/Q20492600","Segura","Euskadi"
"http://www.wikidata.org/entity/Q4891457","Mataró","Catalunya"
"http://www.wikidata.org/entity/Q5117763","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q2942824","Sigüenza","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q2628455","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q1581868","Avilés","Asturias / Asturies"
"http://www.wikidata.org/entity/Q9007485","Zalla","Euskadi"
"http://www.wikidata.org/entity/Q7068586","Bujalance","Andalucía"
"http://www.wikidata.org/entity/Q1049154","Hondarribia","Euskadi"
"http://www.wikidata.org/entity/Q17596620","Cadaqués","Catalunya"
"http://www.wikidata.org/entity/Q2882441","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q520112","Enériz/Eneritz","Navarra - Nafarroa"
"http://www.wikidata.org/entity/Q9007019","Jerez de la Frontera","Andalucía"
"http://www.wikidata.org/entity/Q20855589","Bergara","Euskadi"
"http://www.wikidata.org/entity/Q4407365","Cartagena","Región de Murcia"
"http://www.wikidata.org/entity/Q9007258","Caracena","Castilla y León"
"http://www.wikidata.org/entity/Q10661058","Villafranca del Bierzo","Castilla y León"
"http://www.wikidata.org/entity/Q5132925","Castellet i la Gornal","Catalunya"
"http://www.wikidata.org/entity/Q507390","Astorga","Castilla y León"
"http://www.wikidata.org/entity/Q11912838","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q17615472","Sant Esteve de Palautordera","Catalunya"
"http://www.wikidata.org/entity/Q7068593","Santa María la Real de Nieva","Castilla y León"
"http://www.wikidata.org/entity/Q17596835","Vic","Catalunya"
"http://www.wikidata.org/entity/Q17596839","Beuda","Catalunya"
"http://www.wikidata.org/entity/Q23505747","Tavertet","Catalunya"
"http://www.wikidata.org/entity/Q3127243","Málaga","Andalucía"
"http://www.wikidata.org/entity/Q1545312","San Martín de Montalbán","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q2942804","Santo Domingo de la Calzada","La Rioja"
"http://www.wikidata.org/entity/Q11682886","Teulada","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q203741","Gradefes","Castilla y León"
"http://www.wikidata.org/entity/Q7126321","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q7126320","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q7126325","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q11682889","Bellver de Cerdanya","Catalunya"
"http://www.wikidata.org/entity/Q1361548","Ourense","Galicia / Galiza"
"http://www.wikidata.org/entity/Q21849328","Cassà de la Selva","Catalunya"
"http://www.wikidata.org/entity/Q17615485","Llers","Catalunya"
"http://www.wikidata.org/entity/Q5757367","Hostalric","Catalunya"
"http://www.wikidata.org/entity/Q11912803","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q17596848","Boadella i les Escaules","Catalunya"
"http://www.wikidata.org/entity/Q19775887","Banyoles","Catalunya"
"http://www.wikidata.org/entity/Q10975752","Llinars del Vallès","Catalunya"
"http://www.wikidata.org/entity/Q5909702","Castrojeriz","Castilla y León"
"http://www.wikidata.org/entity/Q5117777","San Esteban de Gormaz","Castilla y León"
"http://www.wikidata.org/entity/Q1108239","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q20109018","Santa Coloma de Cervelló","Catalunya"
"http://www.wikidata.org/entity/Q23502006","Folgueroles","Catalunya"
"http://www.wikidata.org/entity/Q16577676","Ourense","Galicia / Galiza"
"http://www.wikidata.org/entity/Q5117770","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q11942449","Centelles","Catalunya"
"http://www.wikidata.org/entity/Q17596843","Pontons","Catalunya"
"http://www.wikidata.org/entity/Q5117771","Torrelaguna","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q2513105","A Coruña","Galicia / Galiza"
"http://www.wikidata.org/entity/Q2942814","Segorbe","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q5117774","San Martín de la Vega","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q5117773","Alcaraz","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q17389613","Camprodon","Catalunya"
"http://www.wikidata.org/entity/Q20103711","Santa Maria de Merlès","Catalunya"
"http://www.wikidata.org/entity/Q7126329","León","Castilla y León"
"http://www.wikidata.org/entity/Q7415722","Llangréu/Langreo","Asturias / Asturies"
"http://www.wikidata.org/entity/Q5722039","Mérida","Extremadura"
"http://www.wikidata.org/entity/Q24256445","Arenas de San Juan","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q2893544","Algemesí","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q11682828","Irun","Euskadi"
"http://www.wikidata.org/entity/Q43119340","Campezo/Kanpezu","Euskadi"
"http://www.wikidata.org/entity/Q20901118","Castellví de la Marca","Catalunya"
"http://www.wikidata.org/entity/Q5910744","Cuéllar","Castilla y León"
"http://www.wikidata.org/entity/Q1548845","Ponferrada","Castilla y León"
"http://www.wikidata.org/entity/Q20888458","Oñati","Euskadi"
"http://www.wikidata.org/entity/Q9054670","Gijón/Xixón","Asturias / Asturies"
"http://www.wikidata.org/entity/Q64874380","Vinebre","Catalunya"
"http://www.wikidata.org/entity/Q5939167","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q3888432","Buitrago del Lozoya","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q5644227","Balsareny","Catalunya"
"http://www.wikidata.org/entity/Q2053265","Santa Cruz de Tenerife","Canarias"
"http://www.wikidata.org/entity/Q9007686","Orihuela","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q1582758","Málaga","Andalucía"
"http://www.wikidata.org/entity/Q9089142","Castellcir","Catalunya"
"http://www.wikidata.org/entity/Q212867","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q3780261","Palma","Illes Balears"
"http://www.wikidata.org/entity/Q2362262","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q5912934","Tordesillas","Castilla y León"
"http://www.wikidata.org/entity/Q5911846","Zamora","Castilla y León"
"http://www.wikidata.org/entity/Q2341107","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q5710444","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q1955435","Granada","Andalucía"
"http://www.wikidata.org/entity/Q5910991","Villafranca del Bierzo","Castilla y León"
"http://www.wikidata.org/entity/Q19979217","Usurbil","Euskadi"
"http://www.wikidata.org/entity/Q2894697","Murcia","Región de Murcia"
"http://www.wikidata.org/entity/Q3326666","Sant Fruitós de Bages","Catalunya"
"http://www.wikidata.org/entity/Q6118462","Biescas","Aragón"
"http://www.wikidata.org/entity/Q11930287","Monistrol de Montserrat","Catalunya"
"http://www.wikidata.org/entity/Q5116859","Sigüenza","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q20888672","Oñati","Euskadi"
"http://www.wikidata.org/entity/Q5680973","Mota del Marqués","Castilla y León"
"http://www.wikidata.org/entity/Q750248","Guadalupe","Extremadura"
"http://www.wikidata.org/entity/Q19257433","Figueres","Catalunya"
"http://www.wikidata.org/entity/Q20901375","la Llacuna","Catalunya"
"http://www.wikidata.org/entity/Q2511354","A Coruña","Galicia / Galiza"
"http://www.wikidata.org/entity/Q5912902","Valladolid","Castilla y León"
"http://www.wikidata.org/entity/Q18696057","Sant Cugat del Vallès","Catalunya"
"http://www.wikidata.org/entity/Q11682841","Oviedo","Asturias / Asturies"
"http://www.wikidata.org/entity/Q9007218","Biota","Aragón"
"http://www.wikidata.org/entity/Q42307107","Alija del Infantado","Castilla y León"
"http://www.wikidata.org/entity/Q383659","León","Castilla y León"
"http://www.wikidata.org/entity/Q5664252","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q9007466","Agullana","Catalunya"
"http://www.wikidata.org/entity/Q9054409","Vilafranca del Penedès","Catalunya"
"http://www.wikidata.org/entity/Q18696066","Abrera","Catalunya"
"http://www.wikidata.org/entity/Q17586867","l'Escala","Catalunya"
"http://www.wikidata.org/entity/Q18696064","Aiguaviva","Catalunya"
"http://www.wikidata.org/entity/Q1609022","Santillana del Mar","Cantabria"
"http://www.wikidata.org/entity/Q543069","Santa Eugènia de Berga","Catalunya"
"http://www.wikidata.org/entity/Q20901125","Sant Quintí de Mediona","Catalunya"
"http://www.wikidata.org/entity/Q6057834","Cartagena","Región de Murcia"
"http://www.wikidata.org/entity/Q20901123","Cànoves i Samalús","Catalunya"
"http://www.wikidata.org/entity/Q6394284","Talavera de la Reina","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q2511122","Castelló de la Plana","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q974716","Tarragona","Catalunya"
"http://www.wikidata.org/entity/Q5911824","Castro-Urdiales","Cantabria"
"http://www.wikidata.org/entity/Q11952289","Vilanova i la Geltrú","Catalunya"
"http://www.wikidata.org/entity/Q19257208","Vilafranca del Penedès","Catalunya"
"http://www.wikidata.org/entity/Q4891263","Monistrol de Montserrat","Catalunya"
"http://www.wikidata.org/entity/Q10911094","Sacramenia","Castilla y León"
"http://www.wikidata.org/entity/Q570665","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q28711233","Canet d'Adri","Catalunya"
"http://www.wikidata.org/entity/Q12252722","Ordizia","Euskadi"
"http://www.wikidata.org/entity/Q3896289","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q2984057","Ziortza-Bolibar","Euskadi"
"http://www.wikidata.org/entity/Q15788327","Ávila","Castilla y León"
"http://www.wikidata.org/entity/Q20015477","Murcia","Región de Murcia"
"http://www.wikidata.org/entity/Q17595924","Bàscara","Catalunya"
"http://www.wikidata.org/entity/Q43091724","Olot","Catalunya"
"http://www.wikidata.org/entity/Q4892380","Lleida","Catalunya"
"http://www.wikidata.org/entity/Q5117128","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q18696279","Tossa de Mar","Catalunya"
"http://www.wikidata.org/entity/Q5911637","Fernán-Núñez","Andalucía"
"http://www.wikidata.org/entity/Q24055045","Osor","Catalunya"
"http://www.wikidata.org/entity/Q5912966","Candín","Castilla y León"
"http://www.wikidata.org/entity/Q5911872","San Vicente de la Barquera","Cantabria"
"http://www.wikidata.org/entity/Q5117121","Jerez de la Frontera","Andalucía"
"http://www.wikidata.org/entity/Q5911632","Ampuero","Cantabria"
"http://www.wikidata.org/entity/Q5117125","Guadalajara","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q5117124","Camarma de Esteruelas","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q5910781","Aldeamayor de San Martín","Castilla y León"
"http://www.wikidata.org/entity/Q18008385","Vilanova i la Geltrú","Catalunya"
"http://www.wikidata.org/entity/Q3327561","Samos","Galicia / Galiza"
"http://www.wikidata.org/entity/Q23780481","Sallent","Catalunya"
"http://www.wikidata.org/entity/Q5909795","Samboal","Castilla y León"
"http://www.wikidata.org/entity/Q6057871","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q9034457","l'Estany","Catalunya"
"http://www.wikidata.org/entity/Q5909315","Antigua","Canarias"
"http://www.wikidata.org/entity/Q2722123","Valladolid","Castilla y León"
"http://www.wikidata.org/entity/Q5754472","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q1584990","Beranuy","Aragón"
"http://www.wikidata.org/entity/Q19256331","Cantallops","Catalunya"
"http://www.wikidata.org/entity/Q5117118","Cogolludo","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q5117119","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q5910317","Palos de la Frontera","Andalucía"
"http://www.wikidata.org/entity/Q5117110","Jerez de la Frontera","Andalucía"
"http://www.wikidata.org/entity/Q1321720","Alfauir","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q5117112","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q5117114","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q20643505","Errenteria","Euskadi"
"http://www.wikidata.org/entity/Q20745775","Gradefes","Castilla y León"
"http://www.wikidata.org/entity/Q25478724","Bergara","Euskadi"
"http://www.wikidata.org/entity/Q3047420","Salamanca","Castilla y León"
"http://www.wikidata.org/entity/Q18008377","Pals","Catalunya"
"http://www.wikidata.org/entity/Q585057","les Franqueses del Vallès","Catalunya"
"http://www.wikidata.org/entity/Q16915965","Albacete","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q5723507","Cartagena","Región de Murcia"
"http://www.wikidata.org/entity/Q2274061","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q1570113","Las Regueras","Asturias / Asturies"
"http://www.wikidata.org/entity/Q3849438","les Valls de Valira","Catalunya"
"http://www.wikidata.org/entity/Q24276211","Carrizo","Castilla y León"
"http://www.wikidata.org/entity/Q5909779","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q18003946","Sant Ramon","Catalunya"
"http://www.wikidata.org/entity/Q2944148","Meco","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q20900885","Olesa de Bonesvalls","Catalunya"
"http://www.wikidata.org/entity/Q25902600","Bergara","Euskadi"
"http://www.wikidata.org/entity/Q19257638","Avinyonet del Penedès","Catalunya"
"http://www.wikidata.org/entity/Q19256309","Avinyonet del Penedès","Catalunya"
"http://www.wikidata.org/entity/Q18003942","Granyanella","Catalunya"
"http://www.wikidata.org/entity/Q3573923","Sant Jaume de Frontanyà","Catalunya"
"http://www.wikidata.org/entity/Q5754016","Salamanca","Castilla y León"
"http://www.wikidata.org/entity/Q11911558","Badalona","Catalunya"
"http://www.wikidata.org/entity/Q6057894","Espinosa de los Monteros","Castilla y León"
"http://www.wikidata.org/entity/Q5117138","Vitoria-Gasteiz","Euskadi"
"http://www.wikidata.org/entity/Q965302","Brihuega","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q5911869","Torreblascopedro","Andalucía"
"http://www.wikidata.org/entity/Q1738829","les Masies de Roda","Catalunya"
"http://www.wikidata.org/entity/Q5911629","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q9034471","Castell de Mur","Catalunya"
"http://www.wikidata.org/entity/Q4893249","Girona","Catalunya"
"http://www.wikidata.org/entity/Q5786052","Huécija","Andalucía"
"http://www.wikidata.org/entity/Q533001","Rupià","Catalunya"
"http://www.wikidata.org/entity/Q5910771","Valladolid","Castilla y León"
"http://www.wikidata.org/entity/Q1139113","Vitoria-Gasteiz","Euskadi"
"http://www.wikidata.org/entity/Q18003931","Balaguer","Catalunya"
"http://www.wikidata.org/entity/Q12385635","Castro Caldelas","Galicia / Galiza"
"http://www.wikidata.org/entity/Q18008395","Pontons","Catalunya"
"http://www.wikidata.org/entity/Q2116598","Ripoll","Catalunya"
"http://www.wikidata.org/entity/Q18008399","Vilassar de Mar","Catalunya"
"http://www.wikidata.org/entity/Q8341607","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q1166944","Trillo","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q8341602","Sant Joan les Fonts","Catalunya"
"http://www.wikidata.org/entity/Q9034465","La Guingueta d'Àneu","Catalunya"
"http://www.wikidata.org/entity/Q20875315","Arenys de Mar","Catalunya"
"http://www.wikidata.org/entity/Q1815135","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q18008392","Montgat","Catalunya"
"http://www.wikidata.org/entity/Q837979","Abárzuza/Abartzuza","Navarra - Nafarroa"
"http://www.wikidata.org/entity/Q4115057","Granada","Andalucía"
"http://www.wikidata.org/entity/Q17595729","Sant Feliu de Guíxols","Catalunya"
